well,time_point,row,plate_column,mean_pixel_value,med_pixel_value,max_pixel_value,total_pixel_value,num_pixels,num_saturated,six_well_position,name,spot_inducer,spot_concentration_mM,distance_spot
B12,45,B,12,0.217973856,0.217647059,0.258823529,31.38823529,144,0,A2,ZG,IPTG,5,9
B12,46,B,12,0.227750545,0.22745098,0.270588235,32.79607843,144,0,A2,ZG,IPTG,5,9
B12,47,B,12,0.237254902,0.235294118,0.282352941,34.16470588,144,0,A2,ZG,IPTG,5,9
B12,48,B,12,0.246078431,0.243137255,0.294117647,35.43529412,144,0,A2,ZG,IPTG,5,9
B12,49,B,12,0.253594771,0.254901961,0.301960784,36.51764706,144,0,A2,ZG,IPTG,5,9
B12,50,B,12,0.261928105,0.262745098,0.309803922,37.71764706,144,0,A2,ZG,IPTG,5,9
B12,51,B,12,0.270751634,0.270588235,0.317647059,38.98823529,144,0,A2,ZG,IPTG,5,9
B12,52,B,12,0.277859477,0.278431373,0.321568627,40.01176471,144,0,A2,ZG,IPTG,5,9
B12,53,B,12,0.283033769,0.284313725,0.341176471,40.75686275,144,0,A2,ZG,IPTG,5,9
B12,54,B,12,0.290849673,0.290196078,0.341176471,41.88235294,144,0,A2,ZG,IPTG,5,9
B12,55,B,12,0.29703159,0.298039216,0.349019608,42.77254902,144,0,A2,ZG,IPTG,5,9
B12,56,B,12,0.303649237,0.305882353,0.356862745,43.7254902,144,0,A2,ZG,IPTG,5,9
B12,57,B,12,0.310294118,0.309803922,0.364705882,44.68235294,144,0,A2,ZG,IPTG,5,9
B12,58,B,12,0.316775599,0.317647059,0.368627451,45.61568627,144,0,A2,ZG,IPTG,5,9
B12,59,B,12,0.323229847,0.321568627,0.376470588,46.54509804,144,0,A2,ZG,IPTG,5,9
B12,60,B,12,0.330555556,0.329411765,0.388235294,47.6,144,0,A2,ZG,IPTG,5,9
B12,61,B,12,0.336601307,0.333333333,0.4,48.47058824,144,0,A2,ZG,IPTG,5,9
B21,0,B,21,0.026143791,0.02745098,0.031372549,3.764705882,144,0,A3,ZG,IPTG,10,9
