"well","time_point","row","plate_column","mean_pixel_value","med_pixel_value","max_pixel_value","total_pixel_value","num_pixels","num_saturated","inducer","concentration_uM"
"A1",36,"A",1,0.0832244008714597,0.0823529411764706,0.0901960784313725,11.9843137254902,144,0,"",NA
"A1",37,"A",1,0.0861111111111111,0.0862745098039216,0.0941176470588235,12.4,144,0,"",NA
"A1",38,"A",1,0.0893246187363834,0.0901960784313725,0.0980392156862745,12.8627450980392,144,0,"",NA
"A1",39,"A",1,0.0923474945533769,0.0941176470588235,0.101960784313725,13.2980392156863,144,0,"",NA
"A1",40,"A",1,0.094281045751634,0.0941176470588235,0.101960784313725,13.5764705882353,144,0,"",NA
"A1",41,"A",1,0.0954520697167756,0.0941176470588235,0.105882352941176,13.7450980392157,144,0,"",NA
"A1",42,"A",1,0.098202614379085,0.0980392156862745,0.105882352941176,14.1411764705882,144,0,"",NA
"A1",43,"A",1,0.100054466230937,0.1,0.109803921568627,14.4078431372549,144,0,"",NA
"A1",44,"A",1,0.102342047930283,0.101960784313725,0.113725490196078,14.7372549019608,144,0,"",NA
"A1",45,"A",1,0.105582788671024,0.105882352941176,0.113725490196078,15.2039215686275,144,0,"",NA
"A1",46,"A",1,0.10906862745098,0.109803921568627,0.117647058823529,15.7058823529412,144,0,"",NA
"A1",47,"A",1,0.1119825708061,0.113725490196078,0.12156862745098,16.1254901960784,144,0,"",NA
"A1",48,"A",1,0.115141612200436,0.113725490196078,0.125490196078431,16.5803921568627,144,0,"",NA
"A1",49,"A",1,0.118001089324619,0.117647058823529,0.129411764705882,16.9921568627451,144,0,"",NA
"A1",50,"A",1,0.120833333333333,0.12156862745098,0.129411764705882,17.4,144,0,"",NA
"A1",51,"A",1,0.124673202614379,0.125490196078431,0.137254901960784,17.9529411764706,144,0,"",NA
"A1",52,"A",1,0.127777777777778,0.129411764705882,0.137254901960784,18.4,144,0,"",NA
"A1",53,"A",1,0.130936819172113,0.129411764705882,0.141176470588235,18.8549019607843,144,0,"",NA
"A1",54,"A",1,0.134477124183007,0.133333333333333,0.149019607843137,19.3647058823529,144,0,"",NA
"A1",55,"A",1,0.137472766884532,0.137254901960784,0.145098039215686,19.7960784313725,144,0,"",NA
"A1",56,"A",1,0.141394335511983,0.141176470588235,0.156862745098039,20.3607843137255,144,0,"",NA
"A1",57,"A",1,0.144607843137255,0.145098039215686,0.156862745098039,20.8235294117647,144,0,"",NA
"A1",58,"A",1,0.14812091503268,0.149019607843137,0.16078431372549,21.3294117647059,144,0,"",NA
"A1",59,"A",1,0.151579520697168,0.152941176470588,0.16078431372549,21.8274509803922,144,0,"",NA
"A1",60,"A",1,0.153376906318083,0.152941176470588,0.16078431372549,22.0862745098039,144,0,"",NA
"A1",61,"A",1,0.155882352941176,0.156862745098039,0.164705882352941,22.4470588235294,144,0,"",NA
"A10",0,"A",10,0.0723583877995643,0.0745098039215686,0.0784313725490196,10.4196078431373,144,0,"",NA
"A10",1,"A",10,0.070479302832244,0.0705882352941176,0.0784313725490196,10.1490196078431,144,0,"",NA
